Running OTrack
Running with no Crash Penalty
Iterations: 0,  Nodes Examined So Far: 26620,  Average Cost: 101
Iterations: 1,  Nodes Examined So Far: 53240,  Average Cost: 101
Iterations: 2,  Nodes Examined So Far: 79860,  Average Cost: 101
Iterations: 3,  Nodes Examined So Far: 106480,  Average Cost: 101
Iterations: 4,  Nodes Examined So Far: 133100,  Average Cost: 101
Iterations: 5,  Nodes Examined So Far: 159720,  Average Cost: 101
Iterations: 6,  Nodes Examined So Far: 186340,  Average Cost: 101
Iterations: 7,  Nodes Examined So Far: 212960,  Average Cost: 101
Iterations: 8,  Nodes Examined So Far: 239580,  Average Cost: 101
Iterations: 9,  Nodes Examined So Far: 266200,  Average Cost: 101
Iterations: 10,  Nodes Examined So Far: 292820,  Average Cost: 101
Iterations: 11,  Nodes Examined So Far: 319440,  Average Cost: 101
Iterations: 12,  Nodes Examined So Far: 346060,  Average Cost: 101
Iterations: 13,  Nodes Examined So Far: 372680,  Average Cost: 101
Iterations: 14,  Nodes Examined So Far: 399300,  Average Cost: 101
Iterations: 15,  Nodes Examined So Far: 425920,  Average Cost: 101
Iterations: 16,  Nodes Examined So Far: 452540,  Average Cost: 101
Iterations: 17,  Nodes Examined So Far: 479160,  Average Cost: 101
Iterations: 18,  Nodes Examined So Far: 505780,  Average Cost: 101
Iterations: 19,  Nodes Examined So Far: 532400,  Average Cost: 101
Iterations: 20,  Nodes Examined So Far: 559020,  Average Cost: 101
Iterations: 21,  Nodes Examined So Far: 585640,  Average Cost: 87.2700000000001
Iterations: 22,  Nodes Examined So Far: 612260,  Average Cost: 24.87
Iterations: 23,  Nodes Examined So Far: 638880,  Average Cost: 24.87
Iterations: 24,  Nodes Examined So Far: 665500,  Average Cost: 24.73
Iterations: 25,  Nodes Examined So Far: 692120,  Average Cost: 25.3
Iterations: 26,  Nodes Examined So Far: 718740,  Average Cost: 25.3
Iterations: 27,  Nodes Examined So Far: 745360,  Average Cost: 24.77
Iterations: 28,  Nodes Examined So Far: 771980,  Average Cost: 24.91
Iterations: 29,  Nodes Examined So Far: 798600,  Average Cost: 24.63
Iterations: 30,  Nodes Examined So Far: 825220,  Average Cost: 24.86
Iterations: 31,  Nodes Examined So Far: 851840,  Average Cost: 25.11
Iterations: 32,  Nodes Examined So Far: 878460,  Average Cost: 24.93
Iterations: 33,  Nodes Examined So Far: 905080,  Average Cost: 24.92
Iterations: 34,  Nodes Examined So Far: 931700,  Average Cost: 24.55
Iterations: 35,  Nodes Examined So Far: 958320,  Average Cost: 25.01
Iterations: 36,  Nodes Examined So Far: 984940,  Average Cost: 24.88
Iterations: 37,  Nodes Examined So Far: 1011560,  Average Cost: 24.95
Iterations: 38,  Nodes Examined So Far: 1038180,  Average Cost: 25.01
Iterations: 39,  Nodes Examined So Far: 1064800,  Average Cost: 24.76
--Writing State Space--
X, Y, DX, DY, Action
7,22,-1,5,(-1,0)
7,22,0,-5,(-1,1)
7,22,0,-4,(1,-1)
7,22,0,-3,(-1,0)
7,22,0,-2,(-1,1)
7,22,0,-1,(-1,0)
7,22,0,0,(-1,-1)
7,22,0,1,(-1,-1)
7,22,0,2,(-1,-1)
7,22,0,3,(1,1)
7,22,0,4,(-1,0)
7,22,0,5,(-1,0)
7,22,1,-5,(0,-1)
7,22,1,-4,(-1,0)
7,22,1,-3,(-1,-1)
7,22,1,-2,(1,0)
7,22,1,-1,(-1,1)
7,22,1,0,(-1,0)
7,22,1,1,(-1,-1)
7,22,1,2,(-1,-1)
7,22,1,3,(0,1)
7,22,1,4,(1,1)
7,22,1,5,(0,-1)
7,22,2,-5,(0,0)
7,22,2,-4,(0,-1)
7,22,2,-3,(-1,-1)
7,22,2,-2,(-1,0)
7,22,2,-1,(-1,1)
7,22,2,0,(-1,0)
7,22,2,1,(-1,-1)
7,22,2,2,(-1,-1)
7,22,2,3,(-1,1)
7,22,2,4,(-1,-1)
7,22,2,5,(1,-1)
7,22,3,-5,(0,1)
7,22,3,-4,(-1,-1)
7,22,3,-3,(0,0)
7,22,3,-2,(-1,1)
7,22,3,-1,(-1,1)
7,22,3,0,(-1,0)
7,22,3,1,(-1,-1)
7,22,3,2,(-1,-1)
7,22,3,3,(0,0)
7,22,3,4,(0,0)
7,22,3,5,(0,1)
7,22,4,-5,(0,-1)
7,22,4,-4,(1,0)
7,22,4,-3,(-1,1)
7,22,4,-2,(-1,1)
7,22,4,-1,(-1,1)
7,22,4,0,(-1,0)
7,22,4,1,(-1,-1)
7,22,4,2,(-1,-1)
7,22,4,3,(1,-1)
7,22,4,4,(-1,0)
7,22,4,5,(0,0)
7,22,5,-5,(1,1)
7,22,5,-4,(1,1)
7,22,5,-3,(-1,1)
7,22,5,-2,(1,0)
7,22,5,-1,(-1,1)
7,22,5,0,(-1,0)
7,22,5,1,(-1,-1)
7,22,5,2,(-1,-1)
7,22,5,3,(1,0)
7,22,5,4,(-1,-1)
7,22,5,5,(-1,-1)
7,23,-5,-5,(-1,-1)
7,23,-5,-4,(-1,-1)
7,23,-5,-3,(-1,1)
7,23,-5,-2,(0,1)
7,23,-5,-1,(-1,0)
7,23,-5,0,(-1,1)
7,23,-5,1,(1,-1)
7,23,-5,2,(0,1)
7,23,-5,3,(0,1)
7,23,-5,4,(1,-1)
7,23,-5,5,(1,1)
7,23,-4,-5,(1,1)
7,23,-4,-4,(1,0)
7,23,-4,-3,(1,-1)
7,23,-4,-2,(1,-1)
7,23,-4,-1,(1,-1)
7,23,-4,0,(1,-1)
7,23,-4,1,(1,0)
7,23,-4,2,(1,0)
7,23,-4,3,(0,-1)
7,23,-4,4,(-1,1)
7,23,-4,5,(-1,-1)
7,23,-3,-5,(0,1)
7,23,-3,-4,(0,0)
7,23,-3,-3,(1,1)
7,23,-3,-2,(1,0)
7,23,-3,-1,(1,-1)
7,23,-3,0,(1,-1)
7,23,-3,1,(1,-1)
7,23,-3,2,(-1,1)
7,23,-3,3,(-1,0)
7,23,-3,4,(-1,1)
7,23,-3,5,(-1,1)
7,23,-2,-5,(-1,1)
7,23,-2,-4,(-1,0)
7,23,-2,-3,(0,1)
7,23,-2,-2,(0,0)
7,23,-2,-1,(0,-1)
7,23,-2,0,(0,-1)
7,23,-2,1,(1,-1)
7,23,-2,2,(-1,0)
7,23,-2,3,(1,0)
7,23,-2,4,(0,1)
7,23,-2,5,(-1,0)
7,23,-1,-5,(-1,-1)
7,23,-1,-4,(-1,1)
7,23,-1,-3,(-1,1)
7,23,-1,-2,(-1,0)
7,23,-1,-1,(-1,-1)
7,23,-1,0,(-1,-1)
7,23,-1,1,(0,-1)
7,23,-1,2,(-1,-1)
7,23,-1,3,(1,-1)
7,23,-1,4,(1,-1)
7,23,-1,5,(-1,0)
7,23,0,-5,(-1,0)
7,23,0,-4,(0,1)
7,23,0,-3,(-1,1)
7,23,0,-2,(-1,1)
7,23,0,-1,(-1,0)
7,23,0,0,(-1,-1)
7,23,0,1,(-1,-1)
7,23,0,2,(1,-1)
7,23,0,3,(0,-1)
7,23,0,4,(-1,1)
7,23,0,5,(1,1)
7,23,1,-5,(0,1)
7,23,1,-4,(0,1)
7,23,1,-3,(1,1)
7,23,1,-2,(-1,1)
7,23,1,-1,(-1,1)
7,23,1,0,(-1,0)
7,23,1,1,(-1,-1)
7,23,1,2,(0,-1)
7,23,1,3,(1,1)
7,23,1,4,(0,-1)
7,23,1,5,(-1,1)
7,23,2,-5,(-1,-1)
7,23,2,-4,(1,0)
7,23,2,-3,(-1,0)
7,23,2,-2,(-1,1)
7,23,2,-1,(-1,1)
7,23,2,0,(-1,0)
7,23,2,1,(-1,-1)
7,23,2,2,(-1,-1)
7,23,2,3,(-1,0)
7,23,2,4,(0,-1)
7,23,2,5,(1,1)
7,23,3,-5,(0,-1)
7,23,3,-4,(-1,1)
7,23,3,-3,(1,-1)
7,23,3,-2,(-1,1)
7,23,3,-1,(-1,1)
7,23,3,0,(-1,0)
7,23,3,1,(-1,-1)
7,23,3,2,(-1,1)
7,23,3,3,(0,1)
7,23,3,4,(0,-1)
7,23,3,5,(-1,-1)
7,23,4,-5,(-1,1)
7,23,4,-4,(-1,-1)
7,23,4,-3,(-1,0)
7,23,4,-2,(-1,1)
7,23,4,-1,(-1,1)
7,23,4,0,(-1,0)
7,23,4,1,(-1,-1)
7,23,4,2,(1,-1)
7,23,4,3,(0,-1)
7,23,4,4,(0,0)
7,23,4,5,(0,1)
7,23,5,-5,(-1,-1)
7,23,5,-4,(-1,0)
7,23,5,-3,(-1,0)
7,23,5,-2,(-1,1)
7,23,5,-1,(-1,1)
7,23,5,0,(-1,0)
7,23,5,1,(-1,-1)
7,23,5,2,(1,1)
7,23,5,3,(0,-1)
7,23,5,4,(0,-1)
7,23,5,5,(-1,-1)
8,1,-5,-5,(0,1)
8,1,-5,-4,(0,-1)
8,1,-5,-3,(-1,-1)
8,1,-5,-2,(-1,1)
8,1,-5,-1,(1,-1)
8,1,-5,0,(-1,0)
8,1,-5,1,(-1,-1)
8,1,-5,2,(-1,-1)
8,1,-5,3,(-1,0)
8,1,-5,4,(0,1)
8,1,-5,5,(1,0)
8,1,-4,-5,(-1,0)
8,1,-4,-4,(1,-1)
8,1,-4,-3,(0,-1)
8,1,-4,-2,(0,1)
8,1,-4,-1,(0,0)
8,1,-4,0,(-1,0)
8,1,-4,1,(-1,-1)
8,1,-4,2,(1,1)
8,1,-4,3,(1,1)
8,1,-4,4,(-1,1)
8,1,-4,5,(1,-1)
8,1,-3,-5,(0,0)
8,1,-3,-4,(-1,-1)
8,1,-3,-3,(-1,0)
8,1,-3,-2,(-1,1)
8,1,-3,-1,(1,1)
8,1,-3,0,(1,0)
8,1,-3,1,(1,-1)
8,1,-3,2,(1,-1)
8,1,-3,3,(0,1)
8,1,-3,4,(1,1)
8,1,-3,5,(0,-1)
8,1,-2,-5,(0,-1)
8,1,-2,-4,(-1,0)
8,1,-2,-3,(0,0)
8,1,-2,-2,(1,1)
8,1,-2,-1,(1,1)
8,1,-2,0,(1,0)
8,1,-2,1,(1,-1)
8,1,-2,2,(1,-1)
8,1,-2,3,(-1,1)
8,1,-2,4,(-1,0)
8,1,-2,5,(1,-1)
8,1,-1,-5,(-1,1)
8,1,-1,-4,(-1,-1)
8,1,-1,-3,(0,0)
8,1,-1,-2,(-1,0)
8,1,-1,-1,(1,1)
8,1,-1,0,(1,0)
8,1,-1,1,(1,-1)
8,1,-1,2,(1,-1)
8,1,-1,3,(1,-1)
8,1,-1,4,(-1,-1)
8,1,-1,5,(0,0)
8,1,0,-5,(1,-1)
8,1,0,-4,(-1,-1)
8,1,0,-3,(-1,-1)
8,1,0,-2,(-1,1)
8,1,0,-1,(1,1)
8,1,0,0,(1,0)
8,1,0,1,(1,-1)
8,1,0,2,(1,-1)
8,1,0,3,(1,-1)
8,1,0,4,(0,-1)
8,1,0,5,(-1,-1)
8,1,1,-5,(0,1)
8,1,1,-4,(-1,-1)
8,1,1,-3,(1,1)
8,1,1,-2,(0,-1)
8,1,1,-1,(1,1)
8,1,1,0,(1,0)
8,1,1,1,(1,-1)
8,1,1,2,(1,-1)
8,1,1,3,(0,0)
8,1,1,4,(0,-1)
8,1,1,5,(0,-1)
8,1,2,-5,(1,1)
8,1,2,-4,(0,0)
8,1,2,-3,(1,0)
8,1,2,-2,(0,0)
8,1,2,-1,(1,1)
8,1,2,0,(1,0)
8,1,2,1,(1,-1)
8,1,2,2,(1,-1)
8,1,2,3,(-1,-1)
8,1,2,4,(-1,-1)
8,1,2,5,(1,1)
8,1,3,-5,(0,-1)
8,1,3,-4,(1,0)
8,1,3,-3,(0,-1)
8,1,3,-2,(0,0)
8,1,3,-1,(0,1)
8,1,3,0,(0,0)
8,1,3,1,(0,-1)
8,1,3,2,(1,-1)
8,1,3,3,(-1,1)
8,1,3,4,(0,1)
8,1,3,5,(-1,1)
8,1,4,-5,(0,1)
8,1,4,-4,(-1,0)
8,1,4,-3,(-1,0)
8,1,4,-2,(0,-1)
8,1,4,-1,(-1,1)
8,1,4,0,(-1,0)
8,1,4,1,(-1,-1)
8,1,4,2,(0,-1)
8,1,4,3,(0,-1)
8,1,4,4,(0,0)
8,1,4,5,(-1,-1)
8,1,5,-5,(0,0)
8,1,5,-4,(-1,1)
8,1,5,-3,(1,1)
8,1,5,-2,(1,1)
8,1,5,-1,(-1,1)
8,1,5,0,(-1,0)
8,1,5,1,(-1,-1)
8,1,5,2,(-1,-1)
8,1,5,3,(-1,-1)
8,1,5,4,(-1,1)
8,1,5,5,(0,0)
8,2,-5,-5,(1,1)
8,2,-5,-4,(-1,1)
8,2,-5,-3,(-1,-1)
8,2,-5,-2,(-1,-1)
8,2,-5,-1,(-1,0)
8,2,-5,0,(-1,-1)
8,2,-5,1,(0,1)
8,2,-5,2,(-1,0)
8,2,-5,3,(0,1)
8,2,-5,4,(-1,1)
8,2,-5,5,(0,-1)
8,2,-4,-5,(0,-1)
8,2,-4,-4,(1,0)
8,2,-4,-3,(1,1)
8,2,-4,-2,(-1,0)
8,2,-4,-1,(0,-1)
8,2,-4,0,(-1,-1)
8,2,-4,1,(0,1)
8,2,-4,2,(-1,1)
8,2,-4,3,(0,0)
8,2,-4,4,(-1,1)
8,2,-4,5,(0,0)
8,2,-3,-5,(-1,-1)
8,2,-3,-4,(0,0)
8,2,-3,-3,(-1,-1)
8,2,-3,-2,(1,1)
8,2,-3,-1,(1,0)
8,2,-3,0,(1,-1)
8,2,-3,1,(1,-1)
8,2,-3,2,(1,1)
8,2,-3,3,(0,-1)
8,2,-3,4,(0,-1)
8,2,-3,5,(1,0)
8,2,-2,-5,(-1,-1)
8,2,-2,-4,(-1,-1)
8,2,-2,-3,(0,-1)
8,2,-2,-2,(1,1)
8,2,-2,-1,(1,1)
8,2,-2,0,(1,0)
8,2,-2,1,(1,-1)
8,2,-2,2,(-1,1)
8,2,-2,3,(1,1)
8,2,-2,4,(0,-1)
8,2,-2,5,(0,1)
8,2,-1,-5,(-1,-1)
8,2,-1,-4,(-1,1)
8,2,-1,-3,(-1,1)
8,2,-1,-2,(1,1)
8,2,-1,-1,(1,1)
8,2,-1,0,(1,0)
8,2,-1,1,(1,-1)
8,2,-1,2,(-1,0)
8,2,-1,3,(-1,0)
8,2,-1,4,(-1,-1)
8,2,-1,5,(0,-1)
8,2,0,-5,(-1,0)
8,2,0,-4,(1,1)
8,2,0,-3,(-1,0)
8,2,0,-2,(1,1)
8,2,0,-1,(1,1)
8,2,0,0,(1,0)
8,2,0,1,(1,-1)
8,2,0,2,(0,1)
8,2,0,3,(0,0)
8,2,0,4,(-1,0)
8,2,0,5,(0,1)
8,2,1,-5,(0,0)
8,2,1,-4,(0,1)
8,2,1,-3,(0,1)
8,2,1,-2,(1,1)
8,2,1,-1,(1,1)
8,2,1,0,(1,0)
8,2,1,1,(1,-1)
8,2,1,2,(1,0)
8,2,1,3,(1,0)
8,2,1,4,(-1,-1)
8,2,1,5,(-1,1)
8,2,2,-5,(-1,1)
8,2,2,-4,(-1,-1)
8,2,2,-3,(1,-1)
8,2,2,-2,(1,1)
8,2,2,-1,(1,1)
8,2,2,0,(1,0)
8,2,2,1,(1,-1)
8,2,2,2,(0,0)
8,2,2,3,(0,0)
8,2,2,4,(-1,0)
8,2,2,5,(1,1)
8,2,3,-5,(-1,0)
8,2,3,-4,(1,-1)
8,2,3,-3,(1,-1)
8,2,3,-2,(1,1)
8,2,3,-1,(1,1)
8,2,3,0,(1,0)
8,2,3,1,(1,-1)
8,2,3,2,(-1,0)
8,2,3,3,(0,0)
8,2,3,4,(0,-1)
8,2,3,5,(-1,1)
8,2,4,-5,(1,1)
8,2,4,-4,(1,0)
8,2,4,-3,(1,0)
8,2,4,-2,(0,1)
8,2,4,-1,(0,1)
8,2,4,0,(0,0)
8,2,4,1,(0,-1)
8,2,4,2,(1,1)
8,2,4,3,(0,0)
8,2,4,4,(1,-1)
8,2,4,5,(1,-1)
8,2,5,-5,(-1,0)
8,2,5,-4,(-1,-1)
8,2,5,-3,(0,1)
8,2,5,-2,(-1,1)
8,2,5,-1,(-1,1)
8,2,5,0,(-1,0)
8,2,5,1,(-1,-1)
8,2,5,2,(0,0)
8,2,5,3,(-1,1)
8,2,5,4,(0,1)
8,2,5,5,(-1,0)
8,22,-5,-5,(0,-1)
8,22,-5,-4,(-1,0)
8,22,-5,-3,(-1,1)
8,22,-5,-2,(-1,0)
8,22,-5,-1,(-1,-1)
8,22,-5,0,(0,1)
8,22,-5,1,(0,0)
8,22,-5,2,(0,-1)
8,22,-5,3,(0,-1)
8,22,-5,4,(0,1)
8,22,-5,5,(-1,-1)
8,22,-4,-5,(1,-1)
8,22,-4,-4,(1,0)
8,22,-4,-3,(-1,-1)
8,22,-4,-2,(1,1)
8,22,-4,-1,(1,0)
8,22,-4,0,(1,-1)
8,22,-4,1,(1,-1)
8,22,-4,2,(-1,-1)
8,22,-4,3,(1,-1)
8,22,-4,4,(1,1)
8,22,-4,5,(0,1)
8,22,-3,-5,(-1,0)
8,22,-3,-4,(0,1)
8,22,-3,-3,(1,1)
8,22,-3,-2,(0,1)
8,22,-3,-1,(1,1)
8,22,-3,0,(1,0)
8,22,-3,1,(1,-1)
8,22,-3,2,(1,-1)
8,22,-3,3,(0,-1)
8,22,-3,4,(-1,1)
8,22,-3,5,(1,-1)
8,22,-2,-5,(0,0)
8,22,-2,-4,(1,1)
8,22,-2,-3,(1,1)
8,22,-2,-2,(-1,1)
8,22,-2,-1,(1,1)
8,22,-2,0,(0,0)
8,22,-2,1,(0,-1)
8,22,-2,2,(1,-1)
8,22,-2,3,(0,0)
8,22,-2,4,(-1,1)
8,22,-2,5,(-1,0)
8,22,-1,-5,(1,1)
8,22,-1,-4,(0,1)
8,22,-1,-3,(-1,1)
8,22,-1,-2,(-1,0)
8,22,-1,-1,(-1,1)
8,22,-1,0,(-1,0)
8,22,-1,1,(-1,-1)
8,22,-1,2,(0,-1)
8,22,-1,3,(0,0)
8,22,-1,4,(0,0)
8,22,-1,5,(1,-1)
8,22,0,-5,(1,0)
8,22,0,-4,(1,0)
8,22,0,-3,(1,-1)
8,22,0,-2,(-1,-1)
8,22,0,-1,(-1,1)
8,22,0,0,(-1,0)
8,22,0,1,(-1,-1)
8,22,0,2,(-1,-1)
8,22,0,3,(1,1)
8,22,0,4,(1,1)
8,22,0,5,(0,0)
8,22,1,-5,(0,0)
8,22,1,-4,(0,1)
8,22,1,-3,(1,0)
8,22,1,-2,(-1,1)
8,22,1,-1,(-1,1)
8,22,1,0,(-1,0)
8,22,1,1,(-1,-1)
8,22,1,2,(-1,-1)
8,22,1,3,(0,0)
8,22,1,4,(1,0)
8,22,1,5,(0,-1)
8,22,2,-5,(0,0)
8,22,2,-4,(0,0)
8,22,2,-3,(0,-1)
8,22,2,-2,(1,0)
8,22,2,-1,(-1,1)
8,22,2,0,(-1,0)
8,22,2,1,(-1,-1)
8,22,2,2,(-1,-1)
8,22,2,3,(0,1)
8,22,2,4,(1,1)
8,22,2,5,(-1,-1)
8,22,3,-5,(1,-1)
8,22,3,-4,(-1,0)
8,22,3,-3,(0,1)
8,22,3,-2,(-1,-1)
8,22,3,-1,(-1,1)
8,22,3,0,(-1,0)
8,22,3,1,(-1,-1)
8,22,3,2,(-1,-1)
8,22,3,3,(-1,-1)
8,22,3,4,(-1,-1)
8,22,3,5,(0,-1)
8,22,4,-5,(-1,1)
8,22,4,-4,(1,-1)
8,22,4,-3,(-1,1)
8,22,4,-2,(1,0)
8,22,4,-1,(-1,1)
8,22,4,0,(-1,0)
8,22,4,1,(-1,-1)
8,22,4,2,(-1,-1)
8,22,4,3,(1,0)
8,22,4,4,(1,-1)
8,22,4,5,(-1,1)
8,22,5,-5,(-1,-1)
8,22,5,-4,(-1,1)
8,22,5,-3,(-1,-1)
8,22,5,-2,(0,-1)
8,22,5,-1,(-1,1)
8,22,5,0,(-1,0)
8,22,5,1,(-1,-1)
8,22,5,2,(-1,-1)
8,22,5,3,(-1,0)
8,22,5,4,(-1,-1)
8,22,5,5,(0,-1)
8,23,-5,-5,(1,0)
8,23,-5,-4,(1,-1)
8,23,-5,-3,(-1,-1)
8,23,-5,-2,(-1,-1)
8,23,-5,-1,(-1,1)
8,23,-5,0,(-1,1)
8,23,-5,1,(1,1)
8,23,-5,2,(-1,-1)
8,23,-5,3,(1,1)
8,23,-5,4,(-1,1)
8,23,-5,5,(0,-1)
8,23,-4,-5,(0,-1)
8,23,-4,-4,(1,1)
8,23,-4,-3,(1,1)
8,23,-4,-2,(1,0)
8,23,-4,-1,(1,-1)
8,23,-4,0,(1,-1)
8,23,-4,1,(1,1)
8,23,-4,2,(0,0)
8,23,-4,3,(1,1)
8,23,-4,4,(0,-1)
8,23,-4,5,(1,1)
8,23,-3,-5,(1,0)
8,23,-3,-4,(0,1)
8,23,-3,-3,(1,1)
8,23,-3,-2,(1,0)
8,23,-3,-1,(1,-1)
8,23,-3,0,(1,-1)
8,23,-3,1,(1,-1)
8,23,-3,2,(1,-1)
8,23,-3,3,(1,1)
8,23,-3,4,(0,0)
8,23,-3,5,(0,1)
8,23,-2,-5,(0,1)
8,23,-2,-4,(-1,1)
8,23,-2,-3,(0,1)
8,23,-2,-2,(0,0)
8,23,-2,-1,(0,-1)
8,23,-2,0,(0,-1)
8,23,-2,1,(1,-1)
8,23,-2,2,(-1,-1)
8,23,-2,3,(1,-1)
8,23,-2,4,(1,1)
8,23,-2,5,(0,-1)
8,23,-1,-5,(0,-1)
8,23,-1,-4,(-1,0)
8,23,-1,-3,(-1,1)
8,23,-1,-2,(-1,0)
8,23,-1,-1,(-1,-1)
8,23,-1,0,(-1,-1)
8,23,-1,1,(0,-1)
8,23,-1,2,(0,-1)
8,23,-1,3,(0,-1)
8,23,-1,4,(0,0)
8,23,-1,5,(1,0)
8,23,0,-5,(1,1)
8,23,0,-4,(-1,0)
8,23,0,-3,(1,0)
8,23,0,-2,(-1,1)
8,23,0,-1,(-1,0)
8,23,0,0,(-1,-1)
8,23,0,1,(-1,-1)
8,23,0,2,(-1,-1)
8,23,0,3,(-1,1)
8,23,0,4,(0,1)
8,23,0,5,(0,1)
8,23,1,-5,(1,-1)
8,23,1,-4,(0,0)
8,23,1,-3,(1,1)
8,23,1,-2,(-1,1)
8,23,1,-1,(-1,1)
8,23,1,0,(-1,0)
8,23,1,1,(-1,-1)
8,23,1,2,(1,0)
8,23,1,3,(1,1)
8,23,1,4,(0,-1)
8,23,1,5,(0,1)
8,23,2,-5,(-1,-1)
8,23,2,-4,(-1,1)
8,23,2,-3,(1,-1)
8,23,2,-2,(-1,1)
8,23,2,-1,(-1,1)
8,23,2,0,(-1,0)
8,23,2,1,(-1,-1)
8,23,2,2,(1,1)
8,23,2,3,(0,1)
8,23,2,4,(1,1)
8,23,2,5,(1,-1)
8,23,3,-5,(-1,1)
8,23,3,-4,(1,0)
8,23,3,-3,(-1,0)
8,23,3,-2,(-1,1)
8,23,3,-1,(-1,1)
8,23,3,0,(-1,0)
8,23,3,1,(-1,-1)
8,23,3,2,(-1,0)
8,23,3,3,(-1,-1)
8,23,3,4,(-1,-1)
8,23,3,5,(-1,1)
8,23,4,-5,(-1,-1)
8,23,4,-4,(1,1)
8,23,4,-3,(1,-1)
8,23,4,-2,(-1,1)
8,23,4,-1,(-1,1)
8,23,4,0,(-1,0)
8,23,4,1,(-1,-1)
8,23,4,2,(0,-1)
8,23,4,3,(1,-1)
8,23,4,4,(0,0)
8,23,4,5,(1,-1)
8,23,5,-5,(-1,1)
8,23,5,-4,(0,-1)
8,23,5,-3,(1,-1)
8,23,5,-2,(-1,1)
8,23,5,-1,(-1,1)
8,23,5,0,(-1,0)
8,23,5,1,(-1,-1)
8,23,5,2,(-1,0)
8,23,5,3,(1,0)
8,23,5,4,(-1,-1)
8,23,5,5,(0,-1)
9,1,-5,-5,(1,0)
9,1,-5,-4,(-1,0)
9,1,-5,-3,(0,-1)
9,1,-5,-2,(-1,0)
9,1,-5,-1,(0,0)
9,1,-5,0,(-1,-1)
9,1,-5,1,(-1,-1)
9,1,-5,2,(-1,1)
9,1,-5,3,(1,0)
9,1,-5,4,(-1,-1)
9,1,-5,5,(1,-1)
9,1,-4,-5,(-1,-1)
9,1,-4,-4,(0,1)
9,1,-4,-3,(0,0)
9,1,-4,-2,(1,-1)
9,1,-4,-1,(1,-1)
9,1,-4,0,(-1,-1)
9,1,-4,1,(1,-1)
9,1,-4,2,(-1,1)
9,1,-4,3,(-1,0)
9,1,-4,4,(0,1)
9,1,-4,5,(0,0)
9,1,-3,-5,(1,-1)
9,1,-3,-4,(-1,1)
9,1,-3,-3,(0,0)
9,1,-3,-2,(-1,1)
9,1,-3,-1,(1,1)
9,1,-3,0,(1,0)
9,1,-3,1,(1,-1)
9,1,-3,2,(1,-1)
9,1,-3,3,(1,-1)
9,1,-3,4,(0,1)
9,1,-3,5,(-1,1)
9,1,-2,-5,(-1,-1)
9,1,-2,-4,(1,0)
9,1,-2,-3,(0,-1)
9,1,-2,-2,(0,0)
9,1,-2,-1,(1,1)
9,1,-2,0,(1,0)
9,1,-2,1,(1,-1)
9,1,-2,2,(1,-1)
9,1,-2,3,(-1,-1)
9,1,-2,4,(-1,0)
9,1,-2,5,(-1,1)
9,1,-1,-5,(1,0)
9,1,-1,-4,(0,1)
9,1,-1,-3,(1,0)
9,1,-1,-2,(1,-1)
9,1,-1,-1,(1,1)
9,1,-1,0,(1,0)
9,1,-1,1,(1,-1)
9,1,-1,2,(1,-1)
9,1,-1,3,(-1,0)
9,1,-1,4,(-1,0)
9,1,-1,5,(0,0)
9,1,0,-5,(1,-1)
9,1,0,-4,(-1,-1)
9,1,0,-3,(0,0)
9,1,0,-2,(0,0)
9,1,0,-1,(1,1)
9,1,0,0,(1,0)
9,1,0,1,(1,-1)
9,1,0,2,(1,-1)
9,1,0,3,(1,0)
9,1,0,4,(1,-1)
9,1,0,5,(0,1)
9,1,1,-5,(-1,1)
9,1,1,-4,(0,1)
9,1,1,-3,(0,0)
9,1,1,-2,(-1,1)
9,1,1,-1,(1,1)
9,1,1,0,(1,0)
9,1,1,1,(1,-1)
9,1,1,2,(1,-1)
9,1,1,3,(0,1)
9,1,1,4,(0,0)
9,1,1,5,(0,-1)
9,1,2,-5,(1,1)
9,1,2,-4,(-1,0)
9,1,2,-3,(-1,-1)
9,1,2,-2,(0,1)
9,1,2,-1,(1,1)
9,1,2,0,(1,0)
9,1,2,1,(1,-1)
9,1,2,2,(1,-1)
9,1,2,3,(1,-1)
9,1,2,4,(-1,1)
9,1,2,5,(0,0)
9,1,3,-5,(0,1)
9,1,3,-4,(-1,1)
9,1,3,-3,(1,-1)
9,1,3,-2,(1,0)
9,1,3,-1,(0,1)
9,1,3,0,(0,0)
9,1,3,1,(0,-1)
9,1,3,2,(1,-1)
9,1,3,3,(0,-1)
9,1,3,4,(0,-1)
9,1,3,5,(-1,-1)
9,1,4,-5,(-1,1)
9,1,4,-4,(1,1)
9,1,4,-3,(1,0)
9,1,4,-2,(1,0)
9,1,4,-1,(-1,1)
9,1,4,0,(-1,0)
9,1,4,1,(-1,-1)
9,1,4,2,(0,-1)
9,1,4,3,(-1,1)
9,1,4,4,(1,-1)
9,1,4,5,(1,0)
9,1,5,-5,(-1,1)
9,1,5,-4,(1,-1)
9,1,5,-3,(-1,-1)
9,1,5,-2,(0,0)
9,1,5,-1,(-1,1)
9,1,5,0,(-1,0)
9,1,5,1,(-1,-1)
9,1,5,2,(-1,-1)
9,1,5,3,(1,1)
9,1,5,4,(-1,-1)
9,1,5,5,(-1,-1)
9,2,-5,-5,(-1,-1)
9,2,-5,-4,(-1,0)
9,2,-5,-3,(1,0)
9,2,-5,-2,(0,-1)
9,2,-5,-1,(0,-1)
9,2,-5,0,(0,1)
